Accident ID ,Type,Date,Speed,P Minor Injuries,P Serious Injuries,P Death Injuries,P Moderate Injuries,Road Lane,Road Surface, Vehicle Nationality,Class of License,Road Type,Lighting,Weather,Road Characteristics,Driver Fault,Governorate,Vehicle Category,Date of Accident,Number of Vehicles,Age of Driver, Gender
1768725,صدم,3/23/2018 2:00,40,0,0,0,0,اتجاهين غير مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,ليل وطريق بإضاءة كافية,صافي,مستقيم مستوي,لا يوجد,محافظة العاصمة عمان,سيارة ركوب صغيرة,3/23/2018 2:00,3,24,ذكر
1770241,صدم,3/26/2018 17:32,70,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثانية (أ+ب),إسفلتي,غروب,صافي,مستقيم منحدر,لا يوجد,محافظة العاصمة عمان,سيارة ركوب صغيرة,3/26/2018 17:32,2,44,ذكر
1770241,صدم,3/26/2018 17:32,70,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة رابعة,إسفلتي,غروب,صافي,مستقيم منحدر,تغير سائق المركبة المسرب بشكل مفاجئ,محافظة العاصمة عمان,سيارة ركوب صغيرة,3/26/2018 17:32,2,37,ذكر
1771088,صدم,3/28/2018 15:26,60,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,السعوديه,غير معرف /سائق مجهول,إسفلتي,نهار,صافي,مستقيم مستوي,تغيير المسرب بشكل خاطئ,محافظة العاصمة عمان,سيارة ركوب صغيرة,3/28/2018 15:26,2,25,ذكر
1771088,صدم,3/28/2018 15:26,60,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة خامسة,إسفلتي,نهار,صافي,مستقيم مستوي,لا يوجد,محافظة العاصمة عمان,ركوب متوسطة,3/28/2018 15:26,2,41,ذكر
1772511,صدم,3/30/2018 16:41,40,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,نهار,صافي,مستقيم مستوي,تغير مسرب بشكل مفاجئ,محافظة العاصمة عمان,سيارة ركوب صغيرة,3/30/2018 16:41,2,25,ذكر
1772511,صدم,3/30/2018 16:41,40,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,نهار,صافي,مستقيم مستوي,لا يوجد,محافظة العاصمة عمان,سيارة ركوب صغيرة,3/30/2018 16:41,2,28,ذكر
1773427,صدم,1/4/2018 8:35,70,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,نهار,صافي,مستقيم مستوي,مخالفات قواعد واولويات المرور,محافظة العاصمة عمان,سيارة ركوب صغيرة,1/4/2018 8:35,2,33,ذكر
1773427,صدم,1/4/2018 8:35,70,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة خامسة,إسفلتي,نهار,صافي,مستقيم مستوي,لا يوجد,محافظة العاصمة عمان,ركوب متوسطة,1/4/2018 8:35,2,26,ذكر
1773439,صدم,1/4/2018 8:57,60,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة رابعة,إسفلتي,نهار,صافي,مستقيم مستوي,عدم ترك السائق مسافة التتابع الامن,محافظة العاصمة عمان,سيارة ركوب صغيرة,1/4/2018 8:57,3,34,ذكر
1773439,صدم,1/4/2018 8:57,60,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,نهار,صافي,مستقيم مستوي,قيادة المركبة دون اخذ احتياطات السلامة المرورية اللازمة,محافظة العاصمة عمان,سيارة ركوب صغيرة,1/4/2018 8:57,3,32,ذكر
1773439,صدم,1/4/2018 8:57,60,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,نهار,صافي,مستقيم مستوي,لا يوجد,محافظة العاصمة عمان,سيارة ركوب صغيرة,1/4/2018 8:57,3,37,ذكر
1776783,صدم,6/4/2018 11:41,60,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة رابعة,إسفلتي,نهار,صافي,مستقيم مستوي,تغير مسرب بشكل مفاجئ,محافظة العاصمة عمان,سيارة ركوب صغيرة,6/4/2018 11:41,1,25,ذكر
1780484,صدم,10/4/2018 11:51,50,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,مبتل,الأردن,فئة ثالثة,إسفلتي,نهار,صافي,مستقيم مستوي,مخالفات قواعد واولويات المرور,محافظة العاصمة عمان,سيارة ركوب صغيرة,10/4/2018 11:51,2,25,ذكر
1780484,صدم,10/4/2018 11:51,50,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,مبتل,الأردن,فئة رابعة,إسفلتي,نهار,صافي,مستقيم مستوي,لا يوجد,محافظة العاصمة عمان,سيارة ركوب صغيرة,10/4/2018 11:51,2,33,ذكر
1780891,صدم,11/4/2018 17:10,50,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة رابعة,إسفلتي,نهار,صافي,مستقيم مستوي,لا يوجد,محافظة العاصمة عمان,سيارة ركوب صغيرة,11/4/2018 17:10,2,34,ذكر
1780891,صدم,11/4/2018 17:10,50,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة خامسة,إسفلتي,نهار,صافي,مستقيم مستوي,مخالفات قواعد واولويات المرور,محافظة العاصمة عمان,سيارة ركوب صغيرة,11/4/2018 17:10,2,60,ذكر
1781005,صدم,11/4/2018 12:56,60,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,نهار,صافي,مستقيم مستوي,تغير مسرب بشكل مفاجئ,محافظة العاصمة عمان,سيارة ركوب صغيرة,11/4/2018 12:56,2,38,ذكر
1781005,صدم,11/4/2018 12:56,60,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,نهار,صافي,مستقيم مستوي,لا يوجد,محافظة العاصمة عمان,سيارة ركوب صغيرة,11/4/2018 12:56,2,46,ذكر
1781310,صدم,12/4/2018 8:08,60,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,نهار,صافي,مستقيم مستوي,لا يوجد,محافظة العاصمة عمان,سيارة ركوب صغيرة,12/4/2018 8:08,2,34,ذكر
1781310,صدم,12/4/2018 8:08,60,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,نهار,صافي,مستقيم مستوي,عدم ترك السائق مسافة التتابع الامن,محافظة العاصمة عمان,سيارة ركوب صغيرة,12/4/2018 8:08,2,25,ذكر
1783436,صدم,4/17/2018 13:42,60,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,نهار,صافي,مستقيم مستوي,لا يوجد,محافظة العاصمة عمان,سيارة ركوب صغيرة,4/17/2018 13:42,2,28,ذكر
1783436,صدم,4/17/2018 13:42,60,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة رابعة,إسفلتي,نهار,صافي,مستقيم مستوي,عدم ترك السائق مسافة التتابع الامن,محافظة العاصمة عمان,سيارة ركوب صغيرة,4/17/2018 13:42,2,33,ذكر
1783587,صدم,4/17/2018 18:10,50,0,0,0,0,اتجاه واحد,جاف,الأردن,فئة ثالثة,إسفلتي,نهار,صافي,مستقيم منحدر,التعامل مع المنعطفات بشكل خاطئ,محافظة العاصمة عمان,سيارة ركوب صغيرة,4/17/2018 18:10,1,24,ذكر
1783726,صدم,4/18/2018 9:40,50,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة خامسة,إسفلتي,نهار,صافي,مستقيم مستوي,لا يوجد,محافظة العاصمة عمان,نقل مشترك,4/18/2018 9:40,2,47,ذكر
1783726,صدم,4/18/2018 9:40,50,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,نهار,صافي,مستقيم مستوي,عدم ترك السائق مسافة التتابع الامن,محافظة العاصمة عمان,سيارة ركوب صغيرة,4/18/2018 9:40,2,55,ذكر
1784766,صدم,4/18/2018 11:19,50,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,نهار,صافي,مستقيم مستوي,لا يوجد,محافظة العاصمة عمان,سيارة ركوب صغيرة,4/18/2018 11:19,2,,
1784766,صدم,4/18/2018 11:19,50,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,نهار,صافي,مستقيم مستوي,عدم التقيد بشاخصة قف,محافظة العاصمة عمان,سيارة ركوب صغيرة,4/18/2018 11:19,2,39,ذكر
1784871,صدم,4/18/2018 14:19,50,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة خامسة,إسفلتي,نهار,صافي,مستقيم مستوي,لا يوجد,محافظة العاصمة عمان,شحن,4/18/2018 14:19,2,35,ذكر
1784871,صدم,4/18/2018 14:19,50,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة رابعة,إسفلتي,نهار,صافي,مستقيم مستوي,مخالفات قواعد واولويات المرور,محافظة العاصمة عمان,شحن,4/18/2018 14:19,2,27,ذكر
1785090,صدم,1/7/2018 18:26,40,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,ليل وطريق بإضاءة كافية,صافي,مستقيم مستوي,قيادة المركبة دون اخذ احتياطات السلامة المرورية اللازمة,محافظة العاصمة عمان,سيارة ركوب صغيرة,1/7/2018 18:26,1,,
1785164,صدم,4/19/2018 8:06,50,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة خامسة,إسفلتي,نهار,صافي,مستقيم مستوي,لا يوجد,محافظة العاصمة عمان,ركوب متوسطة,4/19/2018 8:06,2,43,ذكر
1785164,صدم,4/19/2018 8:06,50,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,نهار,صافي,مستقيم مستوي,عدم ترك السائق مسافة التتابع الامن,محافظة العاصمة عمان,سيارة ركوب صغيرة,4/19/2018 8:06,2,55,ذكر
1786328,صدم,4/21/2018 20:43,60,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,ليل وطريق بإضاءة كافية,صافي,مستقيم مستوي,عدم ترك السائق مسافة التتابع الامن,محافظة العاصمة عمان,سيارة ركوب صغيرة,4/21/2018 20:43,2,22,ذكر
1786328,صدم,4/21/2018 20:43,60,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة خامسة,إسفلتي,ليل وطريق بإضاءة كافية,صافي,مستقيم مستوي,لا يوجد,محافظة العاصمة عمان,سيارة ركوب صغيرة,4/21/2018 20:43,2,61,ذكر
1787042,صدم,4/23/2018 13:50,50,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,نهار,صافي,مستقيم مستوي,لا يوجد,محافظة العاصمة عمان,سيارة ركوب صغيرة,4/23/2018 13:50,2,31,ذكر
1787042,صدم,4/23/2018 13:50,50,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,نهار,صافي,مستقيم مستوي,عدم ترك السائق مسافة التتابع الامن,محافظة العاصمة عمان,سيارة ركوب صغيرة,4/23/2018 13:50,2,118,
1787062,صدم,4/23/2018 14:21,40,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,نهار,صافي,مستقيم مستوي,تغير مسرب بشكل مفاجئ,محافظة العاصمة عمان,سيارة ركوب صغيرة,4/23/2018 14:21,2,61,ذكر
1787062,صدم,4/23/2018 14:21,40,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة رابعة,إسفلتي,نهار,صافي,مستقيم مستوي,لا يوجد,محافظة العاصمة عمان,شحن,4/23/2018 14:21,2,29,ذكر
1787444,صدم,4/24/2018 14:08,40,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة رابعة,إسفلتي,نهار,صافي,مستقيم مستوي,لا يوجد,محافظة العاصمة عمان,سيارة ركوب صغيرة,4/24/2018 14:08,3,49,ذكر
1787444,صدم,4/24/2018 14:08,40,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,نهار,صافي,مستقيم مستوي,عدم ترك السائق مسافة التتابع الامن,محافظة العاصمة عمان,سيارة ركوب صغيرة,4/24/2018 14:08,3,44,ذكر
1787444,صدم,4/24/2018 14:08,40,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,نهار,صافي,مستقيم مستوي,لا يوجد,محافظة العاصمة عمان,سيارة ركوب صغيرة,4/24/2018 14:08,3,18,ذكر
1787757,صدم,4/25/2018 11:02,60,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,مبتل,الأردن,فئة ثالثة,إسفلتي,نهار,مطر,مستقيم مستوي,لا يوجد,محافظة العاصمة عمان,سيارة ركوب صغيرة,4/25/2018 11:02,2,47,انثى
1787757,صدم,4/25/2018 11:02,60,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,مبتل,الأردن,فئة ثالثة,إسفلتي,نهار,مطر,مستقيم مستوي,عدم ترك السائق مسافة التتابع الامن,محافظة العاصمة عمان,نقل مشترك,4/25/2018 11:02,2,25,ذكر
1792923,صدم,4/30/2018 13:37,50,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,نهار,صافي,مستقيم مستوي,تغير مسرب بشكل مفاجئ,محافظة العاصمة عمان,سيارة ركوب صغيرة,4/30/2018 13:37,2,53,ذكر
1792923,صدم,4/30/2018 13:37,50,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة رابعة,إسفلتي,نهار,صافي,مستقيم مستوي,لا يوجد,محافظة العاصمة عمان,سيارة ركوب صغيرة,4/30/2018 13:37,2,50,ذكر
1795972,صدم,3/5/2018 2:10,50,0,0,0,0,اتجاهين غير مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,ليل وطريق بإضاءة كافية,صافي,مستقيم مستوي,لا يوجد,محافظة العاصمة عمان,دراجة آلية,3/5/2018 2:10,2,24,ذكر
1795972,صدم,3/5/2018 2:10,50,0,0,0,0,اتجاهين غير مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,ليل وطريق بإضاءة كافية,صافي,مستقيم مستوي,الرجوع بالمركبة الى الخلف المؤدي الى وقوع حادث,محافظة العاصمة عمان,سيارة ركوب صغيرة,3/5/2018 2:10,2,40,ذكر
1797557,صدم,4/5/2018 14:20,50,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة اتوماتيك,إسفلتي,نهار,صافي,مستقيم مستوي,لا يوجد,محافظة العاصمة عمان,سيارة ركوب صغيرة,4/5/2018 14:20,2,32,انثى
1797557,صدم,4/5/2018 14:20,50,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,نهار,صافي,مستقيم مستوي,عدم ترك السائق مسافة التتابع الامن,محافظة العاصمة عمان,شحن,4/5/2018 14:20,2,34,ذكر
1797708,صدم,4/5/2018 22:59,50,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,نهار,صافي,مستقيم مستوي,تغير مسرب بشكل مفاجئ,محافظة العاصمة عمان,شحن,4/5/2018 22:59,2,23,انثى
1797708,صدم,4/5/2018 22:59,50,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,نهار,صافي,مستقيم مستوي,لا يوجد,محافظة العاصمة عمان,سيارة ركوب صغيرة,4/5/2018 22:59,2,,
1797791,صدم,5/5/2018 11:21,50,0,0,0,0,اتجاهين غير مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,نهار,صافي,مستقيم مستوي,لا يوجد,محافظة العاصمة عمان,سيارة ركوب صغيرة,5/5/2018 11:21,2,32,ذكر
1797791,صدم,5/5/2018 11:21,50,0,0,0,0,اتجاهين غير مفصول بجزيرة وسطية,جاف,الأردن,فئة رابعة,إسفلتي,نهار,صافي,مستقيم مستوي,التعامل مع المنعطفات بشكل خاطئ,محافظة العاصمة عمان,سيارة ركوب صغيرة,5/5/2018 11:21,2,50,ذكر
1799641,صدم,7/5/2018 8:54,60,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,مبتل,الأردن,فئة ثالثة اتوماتيك,إسفلتي,نهار,مطر,مستقيم مستوي,لا يوجد,محافظة العاصمة عمان,سيارة ركوب صغيرة,7/5/2018 8:54,2,21,ذكر
1799641,صدم,7/5/2018 8:54,60,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,مبتل,الأردن,فئة أولى,إسفلتي,نهار,مطر,مستقيم مستوي,فقدان السيطرة الناتج عن الانزلاق أو انفجار الإطار المؤدي الى حادث,محافظة العاصمة عمان,دراجة آلية,7/5/2018 8:54,2,45,ذكر
1800217,صدم,8/5/2018 15:32,50,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة اتوماتيك,إسفلتي,نهار,صافي,مستقيم مستوي,لا يوجد,محافظة العاصمة عمان,سيارة ركوب صغيرة,8/5/2018 15:32,2,,
1800217,صدم,8/5/2018 15:32,50,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,نهار,صافي,مستقيم مستوي,تغير مسرب بشكل مفاجئ,محافظة العاصمة عمان,شحن,8/5/2018 15:32,2,23,ذكر
1800406,صدم,8/5/2018 22:25,50,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة اتوماتيك,إسفلتي,ليل وطريق بإضاءة كافية,صافي,مستقيم مستوي,عدم ترك السائق مسافة التتابع الامن,محافظة العاصمة عمان,سيارة ركوب صغيرة,8/5/2018 22:25,2,48,انثى
1800406,صدم,8/5/2018 22:25,50,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,ليل وطريق بإضاءة كافية,صافي,مستقيم مستوي,لا يوجد,محافظة العاصمة عمان,سيارة ركوب صغيرة,8/5/2018 22:25,2,21,ذكر
1800977,صدم,10/5/2018 12:13,60,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,نهار,صافي,مستقيم مستوي,عدم ترك السائق مسافة التتابع الامن,محافظة العاصمة عمان,سيارة ركوب صغيرة,10/5/2018 12:13,2,28,ذكر
1800977,صدم,10/5/2018 12:13,60,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة رابعة,إسفلتي,نهار,صافي,مستقيم مستوي,لا يوجد,محافظة العاصمة عمان,سيارة ركوب صغيرة,10/5/2018 12:13,2,33,ذكر
1801025,صدم,10/5/2018 14:20,40,0,0,0,0,اتجاهين غير مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,نهار,صافي,مستقيم مستوي,عدم ترك السائق مسافة التتابع الامن,محافظة العاصمة عمان,سيارة ركوب صغيرة,10/5/2018 14:20,2,22,ذكر
1801025,صدم,10/5/2018 14:20,40,0,0,0,0,اتجاهين غير مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,نهار,صافي,مستقيم مستوي,لا يوجد,محافظة العاصمة عمان,سيارة ركوب صغيرة,10/5/2018 14:20,2,29,ذكر
1801413,صدم,11/5/2018 10:16,60,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,نهار,صافي,مستقيم مستوي,لا يوجد,محافظة العاصمة عمان,سيارة ركوب صغيرة,11/5/2018 10:16,2,23,ذكر
1801413,صدم,11/5/2018 10:16,60,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة رابعة,إسفلتي,نهار,صافي,مستقيم مستوي,تغير سائق المركبة المسرب بشكل مفاجئ,محافظة العاصمة عمان,سيارة ركوب صغيرة,11/5/2018 10:16,2,30,ذكر
1802136,صدم,5/13/2018 9:09,50,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة رابعة,إسفلتي,نهار,صافي,مستقيم مستوي,لا يوجد,محافظة العاصمة عمان,سيارة ركوب صغيرة,5/13/2018 9:09,2,50,ذكر
1802136,صدم,5/13/2018 9:09,50,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,نهار,صافي,مستقيم مستوي,عدم ترك السائق مسافة التتابع الامن,محافظة العاصمة عمان,سيارة ركوب صغيرة,5/13/2018 9:09,2,43,انثى
1806242,صدم,5/15/2018 16:40,60,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,نهار,صافي,مستقيم مستوي,عدم ترك السائق مسافة التتابع الامن,محافظة العاصمة عمان,سيارة ركوب صغيرة,5/15/2018 16:40,2,28,ذكر
1806242,صدم,5/15/2018 16:40,60,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة رابعة,إسفلتي,نهار,صافي,مستقيم مستوي,لا يوجد,محافظة العاصمة عمان,سيارة ركوب صغيرة,5/15/2018 16:40,2,35,ذكر
1806246,صدم,5/15/2018 16:47,60,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,السعوديه,غير معرف /سائق مجهول,إسفلتي,نهار,صافي,مستقيم مستوي,لا يوجد,محافظة العاصمة عمان,سيارة ركوب صغيرة,5/15/2018 16:47,2,45,ذكر
1806246,صدم,5/15/2018 16:47,60,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,نهار,صافي,مستقيم مستوي,الرجوع بالمركبة الى الخلف المؤدي الى وقوع حادث,محافظة العاصمة عمان,شحن,5/15/2018 16:47,2,24,ذكر
1806268,صدم,5/15/2018 17:09,60,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,نهار,صافي,مستقيم مستوي,عدم ترك السائق مسافة التتابع الامن,محافظة العاصمة عمان,سيارة ركوب صغيرة,5/15/2018 17:09,2,20,ذكر
1806268,صدم,5/15/2018 17:09,60,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة رابعة,إسفلتي,نهار,صافي,مستقيم مستوي,لا يوجد,محافظة العاصمة عمان,سيارة ركوب صغيرة,5/15/2018 17:09,2,30,ذكر
1806441,صدم,5/15/2018 23:52,60,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,ليل وطريق بإضاءة كافية,صافي,مستقيم مستوي,لا يوجد,محافظة العاصمة عمان,سيارة ركوب صغيرة,5/15/2018 23:52,2,20,انثى
1806441,صدم,5/15/2018 23:52,60,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,ليل وطريق بإضاءة كافية,صافي,مستقيم مستوي,تغير سائق المركبة المسرب بشكل مفاجئ,محافظة العاصمة عمان,سيارة ركوب صغيرة,5/15/2018 23:52,2,43,ذكر
1807010,صدم,5/17/2018 11:15,50,0,0,0,1,اتجاهين مفصول بجزيرة وسطية,جاف,السعوديه,غير معرف /سائق مجهول,إسفلتي,نهار,صافي,مستقيم مستوي,الرجوع بالمركبة الى الخلف المؤدي الى وقوع حادث,محافظة العاصمة عمان,سيارة ركوب صغيرة,5/17/2018 11:15,2,118,ذكر
1807010,صدم,5/17/2018 11:15,50,0,0,0,1,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة خامسة,إسفلتي,نهار,صافي,مستقيم مستوي,لا يوجد,محافظة العاصمة عمان,سيارة ركوب صغيرة,5/17/2018 11:15,2,32,ذكر
1807019,صدم,5/17/2018 11:38,50,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة خامسة,إسفلتي,نهار,صافي,مستقيم مستوي,عدم التقيد بشاخصة قف,محافظة العاصمة عمان,نقل مشترك,5/17/2018 11:38,2,32,ذكر
1807019,صدم,5/17/2018 11:38,50,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,نهار,صافي,مستقيم مستوي,لا يوجد,محافظة العاصمة عمان,سيارة ركوب صغيرة,5/17/2018 11:38,2,70,ذكر
1807100,صدم,5/17/2018 13:58,50,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,نهار,صافي,مستقيم مستوي,لا يوجد,محافظة العاصمة عمان,سيارة ركوب صغيرة,5/17/2018 13:58,2,25,ذكر
1807100,صدم,5/17/2018 13:58,50,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,نهار,صافي,مستقيم مستوي,عدم ترك السائق مسافة التتابع الامن,محافظة العاصمة عمان,سيارة ركوب صغيرة,5/17/2018 13:58,2,25,ذكر
1813461,صدم,5/25/2018 17:46,50,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,نهار,صافي,مستقيم مستوي,لا يوجد,محافظة العاصمة عمان,سيارة ركوب صغيرة,5/25/2018 17:46,2,38,ذكر
1813461,صدم,5/25/2018 17:46,50,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة اتوماتيك,إسفلتي,نهار,صافي,مستقيم مستوي,قيادة المركبة دون اخذ احتياطات السلامة المرورية اللازمة,محافظة العاصمة عمان,سيارة ركوب صغيرة,5/25/2018 17:46,2,,
1814439,صدم,5/27/2018 20:53,70,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة رابعة,إسفلتي,ليل وطريق بإضاءة كافية,صافي,مستقيم مستوي,قيادة المركبة دون اخذ احتياطات السلامة المرورية اللازمة,محافظة العاصمة عمان,سيارة ركوب صغيرة,5/27/2018 20:53,2,36,ذكر
1814439,صدم,5/27/2018 20:53,70,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة رابعة,إسفلتي,ليل وطريق بإضاءة كافية,صافي,مستقيم مستوي,لا يوجد,محافظة العاصمة عمان,سيارة ركوب صغيرة,5/27/2018 20:53,2,28,ذكر
1814442,صدم,5/27/2018 21:06,50,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة رابعة,إسفلتي,ليل وطريق بإضاءة كافية,صافي,مستقيم مستوي,لا يوجد,محافظة العاصمة عمان,سيارة ركوب صغيرة,5/27/2018 21:06,2,30,ذكر
1814442,صدم,5/27/2018 21:06,50,0,0,0,0,اتجاهين مفصول بجزيرة وسطية,جاف,الأردن,فئة ثالثة,إسفلتي,ليل وطريق بإضاءة كافية,صافي,مستقيم مستوي,عدم ترك السائق مسافة التتابع الامن,محافظة العاصمة عمان,سيارة ركوب صغيرة,5/27/2018 21:06,2,25,ذكر
